ssn,cc_num,gender,state,zip,city_pop,job,acct_num,profile,trans_num,trans_time,category,amt,is_fraud,distance_km,age,trans_month,trans_day,is_weekend,trans_time_group
66190627,30064539960492,0,VA-MD,20743,38621,Transportation & Logistics Workers,146087281082,adults 50up male urban,a86e82894d2b0c149a0e5bc694ccba36,11,food_dining,126.14,0,97.0,54.0,3,15,1,Day
702870840,6505677213600846,0,AZ-NV-CO-UT,89101,1417793,Finance & Banking Professionals,641762140412,adults 2550 male urban,204814d08399070e6387315dc0e5ff9b,16,home,137.79,0,4.0,42.0,9,18,0,Evening
646632612,30110596824848,1,GA-NC-SC,29115,48149,Science & Environmental Specialists,417830207875,adults 2550 female urban,226ccc6894f95ce02cf16b1fdee3166a,12,entertainment,94.06,0,73.0,22.0,2,16,1,Day
212158646,180098752848263,0,PA-NJ,8205,38633,Executive & Senior Management,374799829057,adults 2550 male urban,3cc81f8c8d79be3d4a39d0e01edcbff9,18,food_dining,17.02,0,90.0,25.0,4,16,0,Evening
752672510,4122862739548962,0,Low-Volume Mixed,68124,518429,Miscellaneous & Low-Transaction Trades,351710032868,adults 2550 male urban,fae705e3ea2e36c78ba7d83d2ca09c4d,13,food_dining,24.82,0,108.0,25.0,4,8,0,Day
891475390,374005155588491,0,GA-NC-SC,29680,74264,Agriculture & Horticulture Workers,694123653577,adults 2550 male urban,4a5c374e1583c381983ba8ace34aac8d,20,shopping_pos,77.04,0,48.0,34.0,1,19,1,Evening
416791297,4430237273242289,0,MI-IN-MN-WI,55106,753116,Media & Creative Professionals,511760398331,adults 2550 male urban,8c9be1df164f676560ea18f296983612,19,personal_care,9.75,0,64.0,37.0,12,18,0,Evening
314215809,4179087577774460,0,GA-NC-SC,30295,4159,Engineering & Technical Experts,598522527611,adults 2550 male urban,a7f143594cac54a534160dd9255f0cb0,14,shopping_pos,15.25,0,117.0,23.0,1,13,0,Day
660346363,6011137597125719,1,CA,95380,77377,Sales & Marketing Professionals,536108697291,adults 2550 female urban,1b7c194db1c1b905b35492cd2f866fac,12,entertainment,27.39,0,105.0,29.0,2,22,1,Day
645388182,30291095965678,0,NY,14092,11086,Media & Creative Professionals,28287000294,adults 50up male urban,8d23cdfa48ec1ac64053d81746a11938,14,home,2.49,0,95.0,71.0,7,23,0,Day
209611728,4713168752866524349,0,WA-OR,98404,323239,Agriculture & Horticulture Workers,82888366616,adults 50up male urban,faa92443e9655a4c1a401324e7c970a9,23,personal_care,69.11,0,79.0,48.0,11,27,0,Night
22437459,3531080271362257,1,TN-KY-AL-LA-MS-AR,40211,736284,Education & Research Professionals,768046170051,adults 2550 female urban,17acc79d8eb8a19a8e3c0dbca892758c,20,personal_care,15.51,0,67.0,32.0,12,1,0,Evening
530699905,4437518669403,1,TN-KY-AL-LA-MS-AR,72007,6708,Sales & Marketing Professionals,293989509811,young adults female urban,69157ae827d26010dc7bc0364306566e,17,entertainment,2.04,0,36.0,20.0,3,22,1,Evening
452390554,213179442465139,0,TN-KY-AL-LA-MS-AR,71019,8555,Media & Creative Professionals,898986650429,young adults male urban,b9f2c0f4f6ad12d7f44decf0d4268148,15,home,78.81,0,93.0,20.0,8,12,0,Day
141136542,4749701581515849,1,New England High,1581,18272,Miscellaneous & Low-Transaction Trades,5176547588,adults 2550 female urban,5965f3587edecc8a03db36a013e9cc5e,14,food_dining,40.28,0,96.0,38.0,4,2,0,Day
603680972,4067158306616055915,0,CA,95320,12819,Psychology & Social Service Workers,519687499828,adults 50up male urban,15f63696690888da4dd136899e09b46c,17,personal_care,100.65,0,132.0,58.0,11,22,1,Evening
859066670,347458099741649,1,WA-OR,98052,77226,Finance & Banking Professionals,161632475581,adults 2550 female urban,30e9577d2105c51f5891475f5bb6ad40,12,entertainment,2.66,0,52.0,23.0,1,30,0,Day
725256006,3503734852155605,0,New England High,1105,144116,Medical & Healthcare Specialists,738097874707,adults 50up male urban,de65aaba0c8998662688c0575bee5564,23,personal_care,16.12,0,120.0,60.0,12,5,1,Night
737154453,2416411042406937,0,TN-KY-AL-LA-MS-AR,70510,25313,Education & Research Professionals,665366907278,adults 50up male urban,838361279c266c25ced70da7c86bebe3,13,travel,16.29,0,117.0,67.0,12,23,0,Day
649011921,2275769415139850,1,FL,33024,420284,Transportation & Logistics Workers,349880257302,adults 2550 female urban,02a8de609c61500890cca2a2e37580a0,23,home,45.35,0,57.0,45.0,8,21,0,Night
837423326,3564039613986173,1,FL,34786,28092,Engineering & Technical Experts,100282461459,adults 50up female urban,87ed96da81bf67e54dca08f16d47f8a4,22,home,34.82,0,96.0,55.0,6,21,1,Night
478417931,180001366220630,0,MO-IA-KS,51106,85884,Media & Creative Professionals,273722958695,adults 50up male urban,710ba3124ea900f2e1eb429aaa822636,17,home,1.08,0,73.0,59.0,7,13,0,Evening
768513641,3538168819174467,1,MI-IN-MN-WI,53546,72323,Sales & Marketing Professionals,33494776139,young adults female urban,4d6a980648bb22f48793cc0251d797d2,18,entertainment,37.54,0,102.0,18.0,2,14,0,Evening
358501039,4306110190523431,1,CA,92308,77467,Engineering & Technical Experts,677894054923,adults 2550 female urban,de69d8a4e3f60c8bf9b1a2cbad3da594,20,home,85.15,0,109.0,37.0,8,1,1,Evening
319947571,6011888882610332,0,Low-Volume Mixed,26761,685,Transportation & Logistics Workers,569096029631,adults 2550 male rural,3a11ea62d416525a173ae2eee3e9c01a,15,home,130.92,0,67.0,33.0,8,31,0,Day
157517805,6581237112381241,1,PA-NJ,15501,19090,IT & Technology Specialists,138114443945,adults 2550 female urban,b4bf6512ca58ff3683c302e17c8ec250,12,personal_care,47.47,0,59.0,41.0,12,3,0,Day
638521792,3503093063337100,1,IL-OH,61201,39116,Miscellaneous & Low-Transaction Trades,186883543845,adults 2550 female urban,cad36ab895d8f8a21eeff5ed58ff3483,13,food_dining,4.96,0,78.0,22.0,4,10,0,Day
465715018,3568837626507647,1,CA,93710,570271,Medical & Healthcare Specialists,914110375679,adults 50up female urban,1cf5bf7a7800c47b8dc36af39a401b6f,16,kids_pets,102.99,0,53.0,53.0,9,20,1,Evening
703286679,501832382235,0,GA-NC-SC,29693,14215,Medical & Healthcare Specialists,336382775623,adults 2550 male urban,3271430adae334ed5f8d6160aba7d728,15,health_fitness,14.92,0,69.0,45.0,6,11,0,Day
346160027,180005097420914,1,TN-KY-AL-LA-MS-AR,36201,52019,Science & Environmental Specialists,951759131162,adults 2550 female urban,978e6f8d63472b5727a62de538dfc90c,19,entertainment,76.84,0,43.0,42.0,3,17,0,Evening
157107405,4157471865756337697,0,New England High,1604,181315,Engineering & Technical Experts,552062741393,adults 2550 male urban,0ac3a522b5c5077bc3f06cc773a59f51,12,entertainment,4.9,0,103.0,34.0,3,3,0,Day
841486189,3584095374557286,0,MI-IN-MN-WI,53044,2297,Medical & Healthcare Specialists,497586259866,adults 2550 male rural,96e7196606008546265b8bfcd2acae5f,22,health_fitness,58.63,0,63.0,22.0,5,13,0,Night
858395269,30187774895030,0,MI-IN-MN-WI,46628,145459,Miscellaneous & Low-Transaction Trades,158371788241,young adults male urban,1baa8c3116c3c1e0ce59a94ee98aec87,15,kids_pets,11.06,0,83.0,14.0,9,23,0,Day
490235768,4191741875006471843,0,IL-OH,61364,20133,Agriculture & Horticulture Workers,677340449872,adults 50up male urban,2d0ec87eaab8329298ab8852f9a74d5e,20,travel,38.03,0,57.0,52.0,12,30,0,Evening
543423255,180056032383691,0,GA-NC-SC,27707,256789,Science & Environmental Specialists,618508025619,adults 50up male urban,5e71e48156dc347c65af85941c786a03,16,home,48.66,0,62.0,84.0,6,27,1,Evening
179575792,4177912059918792,1,TN-KY-AL-LA-MS-AR,35071,15661,Medical & Healthcare Specialists,984551176956,adults 2550 female urban,cdad5a2f1e512b64a8a4338e199a4a7a,21,health_fitness,94.82,0,88.0,42.0,6,18,0,Evening
392787659,4993947622477779,0,MI-IN-MN-WI,55803,116688,Legal & Policy Professionals,461714081954,adults 50up male urban,cf1eca81c0b4b5e5d0c7223425f286fe,7,entertainment,12.81,0,123.0,81.0,1,7,0,Day
893400395,3548400638388483,1,Low-Volume Mixed,87109,641349,Finance & Banking Professionals,480263922761,adults 2550 female urban,524a45b5138942b2d87591a45e1828dc,20,travel,22.29,0,118.0,42.0,12,31,0,Evening
396353174,30111332072627,0,GA-NC-SC,30084,35921,Legal & Policy Professionals,273291850667,adults 2550 male urban,c5c287eaaac0b7a2fd30ad898f2ec755,2,other,296.79,1,137.0,35.0,7,24,0,Night
67791733,4787586474019253,1,TX,79045,19473,Engineering & Technical Experts,960367596824,adults 50up female urban,46ef382f085a6709865437a66df866c5,14,health_fitness,95.5,0,15.0,63.0,5,13,0,Day
499274985,3563688219484735,0,MI-IN-MN-WI,46808,305409,Media & Creative Professionals,827379943631,adults 50up male urban,2677bcadfe10e6e67e4119e2a1e44f4c,15,home,70.41,0,98.0,58.0,7,18,1,Day
598777635,4616665370114835,0,TX,78526,195686,Engineering & Technical Experts,50745635772,adults 50up male urban,9bebde5cf9140c23a00110a1bc3b83ee,21,home,43.58,0,97.0,46.0,6,5,0,Evening
829610439,4126087277158844,0,Low-Volume Mixed,96817,403114,Agriculture & Horticulture Workers,326860716204,adults 2550 male urban,dafabddd44e241a9da9b9c7a88f5a859,2,other,294.76,1,59.0,34.0,5,31,1,Night
569294100,30142143640138,1,CA,92276,7585,Education & Research Professionals,761234107318,adults 50up female urban,c3c1e7a2a3fdd1979f09a2f7e248e8c9,17,travel,1.6,0,130.0,51.0,12,30,0,Evening
349207194,502034606215,0,CA,91604,29034,Finance & Banking Professionals,832487915824,adults 50up male urban,55989b0b9810f72df4f846673266894a,23,home,4.6,0,107.0,60.0,7,18,1,Night
208645210,30514658810035,1,New England High,2148,59503,Sales & Marketing Professionals,627253530996,adults 2550 female urban,539a08e5fe93c9d1415843da58d4bbd8,16,entertainment,23.1,0,128.0,22.0,1,20,0,Evening
769979532,4391188188795357,0,CA,94602,381459,IT & Technology Specialists,836681535399,adults 50up male urban,48da71d6ab38d84893b7118c5b396497,23,health_fitness,46.13,0,92.0,57.0,5,27,0,Night
248485566,4761507866937167,1,CA,92404,236660,Psychology & Social Service Workers,956944388617,young adults female urban,fabcfa467ba673436d5d9ade72ad6b9e,12,food_dining,91.74,0,97.0,19.0,5,28,0,Day
786956244,3524257461494624,0,TX,77476,313,Education & Research Professionals,303212168172,adults 2550 male rural,d25cd5f968e976057219f0d17825631f,15,health_fitness,52.39,0,52.0,43.0,6,20,1,Day
306510310,4414297461756250,0,TN-KY-AL-LA-MS-AR,71107,228095,Education & Research Professionals,786478173661,adults 2550 male urban,68b2159ec9a95057d1f6b05af95dd3f0,14,entertainment,43.49,0,118.0,42.0,3,12,0,Day
124745818,4675104623741277692,1,IL-OH,60033,13922,Science & Environmental Specialists,429560279575,adults 2550 female urban,2f3d653a57b956b7d451745aaa182d40,19,home,8.29,0,93.0,29.0,8,10,0,Evening
163654292,180083628467589,0,FL,32168,33458,Psychology & Social Service Workers,672590805994,adults 50up male urban,029e3366b509e6694eb1df9b549b933e,12,personal_care,22.71,0,74.0,57.0,12,14,0,Day
742570002,4299698838241993,0,NY,11224,2504700,Medical & Healthcare Specialists,682978991688,adults 50up male urban,e28b430cb804d473b49f21df3ea951a6,17,personal_care,4.09,0,67.0,76.0,12,13,1,Evening
714106207,38344404423475,0,NY,14215,564824,Transportation & Logistics Workers,343418793067,adults 2550 male urban,ff7344bb42a705dbfc198d8210cbb900,22,personal_care,1.19,0,84.0,37.0,12,11,0,Night
157252430,4210890285159,1,FL,33905,224256,Sales & Marketing Professionals,991611902837,adults 2550 female urban,6fa8833857fefa3370190f2d238407fc,15,kids_pets,39.65,0,41.0,26.0,11,1,1,Day
198477444,5566110627371588,1,MO-IA-KS,50010,62905,Media & Creative Professionals,505565542051,young adults female urban,b100e446a86df59e5fa8106323854e18,23,entertainment,5.46,0,119.0,15.0,2,25,0,Night
124945161,30338292130224,1,NY,11432,224445,Education & Research Professionals,163142475024,adults 50up female urban,4ff666836de2e314c86d87912424ba1f,16,kids_pets,86.65,0,82.0,,10,24,1,Evening
121326519,213190381151945,0,MO-IA-KS,63456,4271,Transportation & Logistics Workers,481313749020,adults 50up male urban,cb3c86b8732cfc10e90339340096ac6b,7,entertainment,10.65,0,9.0,61.0,2,5,0,Day
474812579,5368746876040794,1,MI-IN-MN-WI,47546,21009,IT & Technology Specialists,466648792452,adults 2550 female urban,0898d45559500e984e47e84f63a88b85,17,entertainment,54.7,0,56.0,35.0,3,14,1,Evening
850473804,5344777080334599,0,GA-NC-SC,29689,3889,Engineering & Technical Experts,602912751059,adults 2550 male urban,d807d12a46506019a6d6c01cfea34dae,20,food_dining,94.08,0,45.0,37.0,5,23,1,Evening
330441319,4563890119819543,0,New England High,6880,26647,Sales & Marketing Professionals,631547804970,adults 2550 male urban,3ee38facbcfe3565ebec5c119a5a03bb,22,home,18.12,0,116.0,31.0,8,22,1,Night
888555353,4128128611819112166,0,NY,11207,2504700,Agriculture & Horticulture Workers,159511771563,adults 2550 male urban,5f1724a1f90ed0238cc98e69f6436fdd,15,kids_pets,55.78,0,74.0,25.0,10,26,0,Day
696081056,344429759243989,0,TN-KY-AL-LA-MS-AR,41143,14535,Education & Research Professionals,707464849088,adults 2550 male urban,6b03b3af5a2be20c045521a6aff73ac7,19,travel,122.67,0,99.0,25.0,12,28,0,Evening
689028912,4239956885124744747,1,TX,78573,167182,IT & Technology Specialists,195330363899,adults 2550 female urban,e7159c2689e949b2f735be0d85befdb2,22,home,77.92,0,127.0,38.0,8,4,0,Night
44666872,4813200378539,1,WA-OR,97213,841711,Medical & Healthcare Specialists,619004553799,adults 2550 female urban,9b60f458431549a3f8a17907d7fb7af9,23,home,15.81,0,49.0,22.0,7,2,0,Night
719431757,213161255904610,0,FL,32818,878243,Finance & Banking Professionals,156862391556,adults 50up male urban,d8c013cbbfb88cee131a772aacb7d86c,18,health_fitness,11.5,0,122.0,47.0,4,29,0,Evening
100047864,6011954317350587,1,GA-NC-SC,31323,1762,Engineering & Technical Experts,671309706583,adults 50up female rural,4709b99bad1340a33ff0974d4bd7ad85,19,entertainment,122.88,0,143.0,48.0,2,22,1,Evening
248561903,371248047401506,1,MI-IN-MN-WI,49055,6276,Medical & Healthcare Specialists,131163341864,adults 50up female urban,c0569b67d28a60baf7c7e98f0d688f37,23,home,1.59,0,82.0,58.0,6,14,1,Night
49597761,378266556262708,0,CA,90503,174353,Agriculture & Horticulture Workers,778665642395,adults 2550 male urban,237b8cbe4018f6d4daa8bd23a431a001,19,home,12.63,0,114.0,42.0,9,25,0,Evening
377927578,4298603779054253170,1,NY,14120,45100,Education & Research Professionals,51578690239,adults 2550 female urban,f7d39b29a20d2175b3fd2df80885cf9e,21,personal_care,105.61,0,50.0,26.0,12,16,0,Evening
735277835,4829693037636048367,0,PA-NJ,15501,19090,Media & Creative Professionals,995440342080,adults 2550 male urban,e00bc6f8c0a35f813855f26b257e30dc,20,food_dining,4.21,0,108.0,26.0,4,8,0,Evening
863534023,4516480581975,1,GA-NC-SC,28625,69129,Science & Environmental Specialists,154279598237,adults 2550 female urban,c55bb3547b3ebb22c3d401133097be76,23,food_dining,8.47,0,79.0,38.0,4,30,0,Night
637678536,3519438505172635,1,TN-KY-AL-LA-MS-AR,37918,391389,Engineering & Technical Experts,301112720808,adults 2550 female urban,5cef0ac308a2d58117813ee2203f2510,22,personal_care,34.91,0,115.0,45.0,12,12,1,Night
737132448,2522149478098353,1,PA-NJ,15044,27049,Transportation & Logistics Workers,523225558950,adults 2550 female urban,df55a8a08881c66deea89cace9bc580c,14,health_fitness,1.97,0,73.0,32.0,6,5,0,Day
356029239,213147820860486,0,New England High,1151,8698,Psychology & Social Service Workers,128356824088,young adults male urban,087507058848cd17befd4b08889bc24d,12,kids_pets,8.48,0,68.0,21.0,9,24,0,Day
54796270,2720639935610022,1,TN-KY-AL-LA-MS-AR,35613,53253,Transportation & Logistics Workers,958408601616,adults 2550 female urban,a83b79825f842ce4bac88f49fcc0dbdb,12,kids_pets,12.1,0,114.0,45.0,10,17,1,Day
503832993,503807520021,1,Low-Volume Mixed,68144,518429,Agriculture & Horticulture Workers,263134072052,adults 2550 female urban,a45c2b62982c8b1b0974ef3d80924f89,12,personal_care,7.65,0,39.0,26.0,12,11,0,Day
623866578,2611590599477459,0,CA,90029,2383912,Legal & Policy Professionals,730173349647,adults 2550 male urban,ad9ffd1fe8e562ef2a991380890823cf,20,health_fitness,121.74,0,113.0,29.0,7,13,0,Evening
80695353,4328339139629,1,TN-KY-AL-LA-MS-AR,38549,3679,Agriculture & Horticulture Workers,310841161477,adults 2550 female urban,fc59d531cb72c94e2ca6b343a2144571,21,health_fitness,16.26,0,53.0,26.0,5,29,0,Evening
742102198,6011558833050900,1,AZ-NV-CO-UT,89119,1417793,Transportation & Logistics Workers,599152696762,adults 2550 female urban,688c95489af12a65017e91999fddfaf1,18,food_dining,15.3,0,61.0,41.0,5,10,1,Evening
13805571,6581369399147894,1,Low-Volume Mixed,87124,89123,Engineering & Technical Experts,986029801076,adults 50up female urban,a5b258f64afa7e029d87382af7144c5a,16,health_fitness,6.32,0,43.0,75.0,4,29,0,Evening
675038257,3573902585390493,0,TX,78415,306433,Media & Creative Professionals,888814462981,adults 2550 male urban,81b14e1dcc6b3c88e16717feb9f30eb1,23,entertainment,17.39,0,89.0,25.0,3,1,1,Night
876434533,344833083464262,1,IL-OH,60120,117295,Science & Environmental Specialists,745833997589,adults 2550 female urban,a8ffeea0bc995897d7ea7a984a3d1c19,20,health_fitness,83.91,0,100.0,36.0,5,30,1,Evening
442445039,6588484941056189,0,New England High,1864,14892,Science & Environmental Specialists,390147577706,adults 2550 male urban,b5dd22eab4a0cad8ce1306ebf91b5d11,23,health_fitness,17.59,0,70.0,25.0,7,15,0,Night
742856088,4237826281067625683,0,FL,32907,104966,Finance & Banking Professionals,162007887061,young adults male urban,13b81a60071389b8286ac5c474e8db14,22,personal_care,8.18,0,78.0,18.0,12,5,1,Night
161926265,3530374459567188,1,TX,78516,33722,IT & Technology Specialists,758189177026,young adults female urban,42fc1534cd1e425808dddc2aaa24efba,14,personal_care,115.97,0,90.0,18.0,11,15,1,Day
842039743,2268092672985405,1,New England High,1106,16021,Legal & Policy Professionals,198763767615,adults 2550 female urban,f65c7fd76217d5f2ac9b00baf3f08fc5,15,home,99.77,0,61.0,38.0,8,29,1,Day
194511326,6526877207832489,1,TX,75093,278067,IT & Technology Specialists,567455751680,adults 2550 female urban,6ed458bf67e09a126a3cfb8c98bd5753,14,home,30.64,0,73.0,39.0,7,8,0,Day
796113766,3591182763843245,1,VA-MD,23113,88279,Transportation & Logistics Workers,301900233638,adults 2550 female urban,ae91a489052d22344530737c764b3996,22,home,128.29,0,80.0,35.0,8,10,0,Night
192132365,562798037890,0,TX,77302,130233,Engineering & Technical Experts,747993081812,adults 2550 male urban,fed17a3387668ded573719ac9b2f40a9,18,entertainment,365.61,0,72.0,23.0,2,28,0,Evening
710111430,3541280478325960,1,AZ-NV-CO-UT,89141,1417793,Education & Research Professionals,541660729137,adults 50up female urban,1bf038a09618c55f30b6ac569810af91,20,kids_pets,1941.99,0,94.0,76.0,10,3,1,Evening
333388787,2273719310029500,1,AZ-NV-CO-UT,85345,158093,Science & Environmental Specialists,290915044465,adults 2550 female urban,d15fbc4e94de4bb9fec76994349a9df2,12,home,3.15,0,85.0,32.0,8,24,0,Day
830122927,676198508944,1,AZ-NV-CO-UT,84414,186422,Agriculture & Horticulture Workers,572504890330,young adults female urban,cb5eb3f810da9fc3671547c86075f979,18,home,8.45,0,18.0,19.0,8,22,1,Evening
594410688,213104405809354,0,AZ-NV-CO-UT,80219,990452,Medical & Healthcare Specialists,704681267877,adults 2550 male urban,b5b234411f87ad22a84ef06628d8f630,16,home,1.17,0,105.0,27.0,9,13,1,Evening
672563236,2284309903491312,0,CA,92570,106213,Media & Creative Professionals,202588300499,adults 2550 male urban,6fed83958ec432e42e90fda587aea1ff,15,home,6.25,0,114.0,31.0,8,22,1,Day
596640364,373696035512494,0,CA,93003,112613,Sales & Marketing Professionals,675498525907,young adults male urban,bb227c576d26dbbd89acd33ba6c34549,17,shopping_pos,1.77,0,111.0,19.0,1,4,1,Evening
832662343,4164131140170,1,TN-KY-AL-LA-MS-AR,71701,20392,Finance & Banking Professionals,391875642314,adults 2550 female urban,9ba2e2ec430d4decd23b925e823a821e,16,food_dining,69.31,0,32.0,32.0,5,5,0,Evening
635467097,372722195050942,0,TX,77040,2906700,Psychology & Social Service Workers,87395301365,adults 2550 male urban,80e190e807a346bda25541004ea5687c,15,shopping_pos,4.38,0,129.0,42.0,1,11,1,Day
832364179,3587589694475119,0,IL-OH,60087,98692,Medical & Healthcare Specialists,435777815948,adults 50up male urban,7c206919770fb72b5374575f17555125,16,home,3.82,0,57.0,53.0,6,7,1,Evening
535531774,639087759820,1,New England High,6002,20486,Education & Research Professionals,609895738953,young adults female urban,1a64a45d09b21795a4f9e990764a8804,12,food_dining,3.12,0,58.0,21.0,5,24,1,Day
557555787,4192705487487056622,1,Low-Volume Mixed,88203,57051,Medical & Healthcare Specialists,10139178234,adults 2550 female urban,73485cd03702e81a79008a44ecfe09ca,13,travel,1.36,0,96.0,28.0,12,30,0,Day
611422458,3581941644901189,1,MI-IN-MN-WI,55401,1022298,IT & Technology Specialists,62020162222,adults 2550 female urban,22257acfde54615c7866d4da62ca3807,22,kids_pets,6.46,0,73.0,27.0,9,27,1,Night
270303960,30131551274001,1,New England High,3820,30039,Miscellaneous & Low-Transaction Trades,726987843863,adults 50up female urban,5da706a48c3be9f31263ac74fda9f9da,23,kids_pets,123.45,0,56.0,50.0,9,18,0,Night
622079445,4889367558766,1,PA-NJ,8721,20512,IT & Technology Specialists,399863583891,adults 50up female urban,508bef61aa8540971123db96c581eb97,21,home,98.09,0,81.0,47.0,6,6,1,Evening
493781504,3526861864719236,1,IL-OH,43302,54790,Finance & Banking Professionals,359102821880,adults 2550 female urban,41834bdc06e73b16237777fcebd6254d,19,health_fitness,54.06,0,109.0,35.0,6,6,1,Evening
722561184,30026190946458,0,MI-IN-MN-WI,48015,8257,Engineering & Technical Experts,826220189080,adults 50up male urban,1fff67d9bd9256c09fbad2a541af9dfe,23,home,23.73,0,80.0,88.0,7,30,0,Night
898889894,30549082277104,0,AZ-NV-CO-UT,86335,4806,Media & Creative Professionals,847349735192,adults 50up male urban,fd11f1b1e3fb35855ce41a00737c1677,16,kids_pets,45.4,0,108.0,61.0,9,4,0,Evening
726017801,3509430299716992,0,VA-MD,21136,33781,Science & Environmental Specialists,958953845592,adults 2550 male urban,063fbaf5dee4f82e329c5289c299ecd0,20,home,7.74,0,97.0,32.0,8,19,0,Evening
47535518,213131775038322,1,New England High,6385,15893,Medical & Healthcare Specialists,733966840063,adults 2550 female urban,7ee8d629277278ca14b1e83b4555b822,23,kids_pets,14.51,0,78.0,26.0,9,13,1,Night
426081961,3587862125237527,0,TN-KY-AL-LA-MS-AR,38135,697385,Engineering & Technical Experts,181471876597,young adults male urban,3a720fd4409a03e518905e558bf73a7c,21,food_dining,53.18,0,98.0,19.0,6,6,1,Evening
699969320,3514381728833432,0,TN-KY-AL-LA-MS-AR,40511,296965,Medical & Healthcare Specialists,791620085136,adults 2550 male urban,f32407b63a4446a3202f1c1c9cf779b4,13,kids_pets,29.45,0,106.0,28.0,10,15,0,Day
801821553,30277713360871,1,MO-IA-KS,50317,222785,Science & Environmental Specialists,521594369098,adults 2550 female urban,1a6309d21ad5cc0210a2b6e251b5d14c,20,personal_care,53.71,0,64.0,43.0,12,10,0,Evening
504930273,3571735191853930,0,TN-KY-AL-LA-MS-AR,72454,5127,Engineering & Technical Experts,377830066184,adults 50up male urban,6e56ea4e463249357d5e2863d9c0fbf2,22,kids_pets,172.18,0,93.0,68.0,10,15,0,Night
377809461,30310089092941,0,PA-NJ,15031,513,Legal & Policy Professionals,728596959862,adults 2550 male rural,63c1aa4bbce2abe6657a955cc743dc60,17,health_fitness,61.24,0,101.0,33.0,6,9,0,Evening
535016155,3577596555535669,1,TX,77064,2906700,Sales & Marketing Professionals,453183104890,adults 50up female urban,70c51791ec5b64755bcdc5a02dbd26b2,22,personal_care,32.29,0,81.0,52.0,12,7,0,Night
446932906,6011527375107998,1,TX,79556,12995,Agriculture & Horticulture Workers,640317499326,adults 2550 female urban,4412f1a19427579deebc9074bcb0edce,13,kids_pets,56.28,0,61.0,38.0,10,16,0,Day
649235832,379396274024202,1,WA-OR,97068,28305,Executive & Senior Management,498863835325,adults 50up female urban,9efa92e9878f79c47a6673aaa83b9486,12,kids_pets,24.32,0,97.0,72.0,10,16,0,Day
324870886,6011206355413730,0,GA-NC-SC,27565,25255,Agriculture & Horticulture Workers,362218287107,adults 50up male urban,080a7876dcba3c1f16da1d9379f5b316,22,travel,101.44,0,122.0,53.0,12,26,1,Night
668092841,180008956947001,0,NY,10456,1382480,Miscellaneous & Low-Transaction Trades,16349172314,adults 50up male urban,8ce1a93a9883417b8858a3397e576b56,22,kids_pets,5.98,0,43.0,59.0,10,10,1,Night
154845572,4496973889280518,0,TX,75230,1263321,Executive & Senior Management,378997296115,adults 2550 male urban,298fc614a2e5d3e6edcc810fab2a4423,22,kids_pets,98.35,0,41.0,43.0,10,6,0,Night
32879389,3589432939068860,0,IL-OH,45432,479994,Engineering & Technical Experts,1467711905,adults 2550 male urban,edd4308d9446459fd792df1c5ed05191,22,travel,1.06,0,65.0,43.0,12,25,0,Night
610443772,3555928151547366,1,CA,95252,13460,Medical & Healthcare Specialists,154995508272,adults 50up female urban,858c3e15b6d4d1ba8b44935cf238b453,19,kids_pets,77.36,0,70.0,77.0,9,24,0,Evening
303530544,213186036544138,0,CA,92646,190249,Education & Research Professionals,143551965964,adults 50up male urban,2b1c5a06f675d6c9cb08894a2622d29a,16,home,79.31,0,79.0,53.0,6,20,1,Evening
771953996,3577098953425171,1,MI-IN-MN-WI,46038,73614,IT & Technology Specialists,273241122224,adults 2550 female urban,29e326b2c67944d45421bae262cd999d,13,home,7.95,0,111.0,30.0,8,14,0,Day
841337878,6011503202239999,1,GA-NC-SC,31406,236823,Hospitality & Tourism Workers,153920592276,adults 2550 female urban,495b57517fc8905009a1ea30b573bf81,17,kids_pets,16.31,0,19.0,31.0,9,18,0,Evening
458194320,213143067416710,0,VA-MD,24557,7977,Education & Research Professionals,196634145978,adults 2550 male urban,29c4401fb5898f82dbc89a6ad305690a,21,personal_care,3.18,0,106.0,25.0,12,5,1,Evening
177686434,4494878360024,1,MI-IN-MN-WI,49326,3752,Transportation & Logistics Workers,610243911696,adults 2550 female urban,2f06bdc17f0ea7e4902c300f06613e13,13,kids_pets,345.65,0,93.0,41.0,9,3,0,Day
837616831,60474146440,0,NY,11373,100820,Transportation & Logistics Workers,155466894214,adults 2550 male urban,9ebacae1d8ea21e23f5f7434064b4851,17,personal_care,100.55,0,65.0,37.0,12,11,0,Evening
400642573,2230546994267169,1,CA,93309,520197,Finance & Banking Professionals,966333739984,adults 50up female urban,730181014de0ebbbda838d611f3224f2,15,health_fitness,6.84,0,84.0,60.0,5,24,1,Day
211540766,213105278633235,1,WA-OR,98058,141407,Engineering & Technical Experts,469091189371,adults 50up female urban,61ae22d86bccf350955a39b7d99f0fe8,15,home,2.76,0,99.0,77.0,7,25,1,Day
711728726,4893493030912603,0,CA,91101,153114,Miscellaneous & Low-Transaction Trades,138186600439,adults 2550 male urban,3643feca9b868b1fc31b433fb97823af,16,entertainment,328.83,0,53.0,26.0,3,23,0,Evening
780308636,6512572348661444,1,NY,10940,62197,Transportation & Logistics Workers,267528756249,adults 2550 female urban,570bde121d6f9b3be6a8f1aa53262f6e,13,entertainment,143.17,0,76.0,43.0,3,6,0,Day
